worker_id,access_counter,token_input,user_agent_source,ip_address,generated,ip_source,time_removal,try_current,paid,batch_name,token_output,unit_id,session_i_d,time_completion,in_progress,user_agent,time_arrival,task_name,folder,time_expired,study_i_d,platform,try_left,source_acl,source_data,source_log,source_path,try_last,task_id,tries_amount,questionnaire_amount,questionnaire_amount_start,questionnaire_amount_end,documents_amount,dimensions_amount,time_arrival_parsed,time_completion_parsed,time_removal_parsed
6012e262527c380ccb2a6c74,1,RBAZLNAESQC,cf,67.83.158.146,False,cf,"Tue, 23 Aug 2022 14:07:00 GMT",1,False,V4-Prolific-1,LDBDAYCQOUW,unit_68,6304b0a7b52a6c3164ceedb8,,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 10:49:30 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/6012e262527c380ccb2a6c74/,True,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/6012e262527c380ccb2a6c74.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 10:49:30 00:00,,2022-08-23 14:07:00 00:00
5c55c45f53fba80001bcf323,1,YTHTAAFYLMA,cf,72.200.70.154,False,cf,"Wed, 24 Aug 2022 08:50:16 GMT",3,False,V4-Prolific-1,CKTOFJYCOIX,unit_43,6304dba8e2ff0466960d4087,"Tue, 23 Aug 2022 14:14:51 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 13:53:04 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/5c55c45f53fba80001bcf323/,True,6303790e0569ab25a565c4ef,prolific,5,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/5c55c45f53fba80001bcf323.json,3.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 13:53:04 00:00,2022-08-23 14:14:51 00:00,2022-08-24 08:50:16 00:00
62ffe924cae68af25dd6c1d3,1,VBQXWQNLXPK,cf,2601:486:180:77d1:c597:550:a449:adfe,False,cf,,1,True,V4-Prolific-1,DYNGPXBIODN,unit_194,6304d6e232a5c32d27f1edf1,"Tue, 23 Aug 2022 14:58:12 GMT",False,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.101 Safari/537.36","Tue, 23 Aug 2022 13:33:04 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/62ffe924cae68af25dd6c1d3/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/62ffe924cae68af25dd6c1d3.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 13:33:04 00:00,2022-08-23 14:58:12 00:00,
5e556536e1cbcd56c3a50342,1,HFKTGWXWDHI,cf,65.32.132.92,False,cf,,1,True,V4-Prolific-1,RWWFPBODCOE,unit_12,6303a185ee50e38e916bd13f,"Mon, 22 Aug 2022 15:48:16 GMT",False,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0,"Mon, 22 Aug 2022 15:32:27 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/5e556536e1cbcd56c3a50342/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/5e556536e1cbcd56c3a50342.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-22 15:32:27 00:00,2022-08-22 15:48:16 00:00,
58d9a79c33fef3000118abdf,1,GVMVXQITMTZ,cf,2601:249:8e00:1f8:2df6:1f89:a37a:b476,False,cf,,1,True,V4-Prolific-1,ISFPNLQVHIQ,unit_42,6304950e356f724dc59d7464,"Tue, 23 Aug 2022 09:11:42 GMT",False,Mozilla/5.0 (X11; Linux x86_64; rv:103.0) Gecko/20100101 Firefox/103.0,"Tue, 23 Aug 2022 08:52:16 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/58d9a79c33fef3000118abdf/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/58d9a79c33fef3000118abdf.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 08:52:16 00:00,2022-08-23 09:11:42 00:00,
6298f812c9026fec4b2f028f,1,EGGWEQDMEVZ,cf,47.192.2.104,False,cf,,1,True,V4-Prolific-1,CVBNALZKRJM,unit_48,6304dd6f1fefac999fe892bd,"Tue, 23 Aug 2022 14:19:57 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63","Tue, 23 Aug 2022 14:01:07 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/6298f812c9026fec4b2f028f/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/6298f812c9026fec4b2f028f.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 14:01:07 00:00,2022-08-23 14:19:57 00:00,
5e7a6846f0f631000a4e2b9d,1,EPOJUVZLWTV,cf,2601:6c0:c300:e43:5deb:ba8c:1f81:4b19,False,cf,,1,True,V4-Prolific-1,HSINATKWBPV,unit_170,6304cd5841e8f6183062e502,"Tue, 23 Aug 2022 13:19:38 GMT",False,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 12:52:22 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/5e7a6846f0f631000a4e2b9d/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/5e7a6846f0f631000a4e2b9d.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 12:52:22 00:00,2022-08-23 13:19:38 00:00,
62ee44b74f44e600e27a3507,1,EAVTTGVDCVE,cf,2600:1012:a102:ca:bdf9:e3a1:4479:870,False,cf,,1,True,V4-Prolific-1,CIJVNMSQFIG,unit_193,6305e2eeb1c6abb7456c752e,"Wed, 24 Aug 2022 09:12:53 GMT",False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Wed, 24 Aug 2022 08:37:11 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/62ee44b74f44e600e27a3507/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/62ee44b74f44e600e27a3507.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-24 08:37:11 00:00,2022-08-24 09:12:53 00:00,
62b0b9d60841bfa66838f436,1,MVOUPCWRQIL,cf,198.16.31.107,False,cf,,1,True,V4-Prolific-1,XPEGYGODSKG,unit_46,6304a16a8f8b237145bd047f,"Tue, 23 Aug 2022 09:56:56 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 09:44:13 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/62b0b9d60841bfa66838f436/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/62b0b9d60841bfa66838f436.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 09:44:13 00:00,2022-08-23 09:56:56 00:00,
58f0fca0d40252000192f201,1,YAOWAXYOFRL,cf,69.121.156.105,False,cf,,1,True,V4-Prolific-1,QFWDGEJYHRD,unit_146,6304e3a26729ce90c2e5b34b,"Tue, 23 Aug 2022 15:04:23 GMT",False,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 14:30:14 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/58f0fca0d40252000192f201/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/58f0fca0d40252000192f201.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 14:30:14 00:00,2022-08-23 15:04:23 00:00,
60fe12e72041bc1636d08771,1,MYWHKBLBENQ,cf,2600:1016:a002:838d:800c:edef:e7dd:8f37,False,cf,,1,True,V4-Prolific-1,YDBTRBGKSZB,unit_14,6303a198f060eb225be60392,"Mon, 22 Aug 2022 15:56:06 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Mon, 22 Aug 2022 15:32:47 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/60fe12e72041bc1636d08771/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/60fe12e72041bc1636d08771.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-22 15:32:47 00:00,2022-08-22 15:56:06 00:00,
5dfd077e3690bd03bfa91d48,1,ZPVJHQZBCMX,cf,198.28.163.23,False,cf,"Tue, 23 Aug 2022 14:52:33 GMT",1,False,V4-Prolific-1,GFLWBPRRWVZ,unit_166,6304cd5d417b3853897e90d3,"Tue, 23 Aug 2022 13:48:33 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 12:51:46 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/5dfd077e3690bd03bfa91d48/,True,6303790e0569ab25a565c4ef,prolific,9,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/5dfd077e3690bd03bfa91d48.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 12:51:46 00:00,2022-08-23 13:48:33 00:00,2022-08-23 14:52:33 00:00
62da96ec6d17660ed2b57be6,2,IBJEXRAPGWM,cf,91.246.181.95,False,cf,,1,True,V4-Prolific-1,KWGBHFNCBDA,unit_52,6304a196296742c13dbd0491,"Tue, 23 Aug 2022 10:33:51 GMT",False,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 09:46:26 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/62da96ec6d17660ed2b57be6/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/62da96ec6d17660ed2b57be6.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 09:46:26 00:00,2022-08-23 10:33:51 00:00,
56514c84715ff50011a43878,1,FTTMUIXMDTZ,cf,71.85.119.231,False,cf,"Wed, 24 Aug 2022 08:41:57 GMT",1,False,V4-Prolific-1,OZFOSGCVSWP,unit_6,6304d7032a035268e53b1073,,False,"Mozilla/5.0 (X11; CrOS x86_64 14909.100.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Tue, 23 Aug 2022 13:35:20 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/56514c84715ff50011a43878/,True,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/56514c84715ff50011a43878.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 13:35:20 00:00,,2022-08-24 08:41:57 00:00
60ccbffae161aadb1880ad6c,1,YTHTAAFYLMA,cf,70.23.101.234,False,cf,"Tue, 23 Aug 2022 13:53:04 GMT",1,False,V4-Prolific-1,CKTOFJYCOIX,unit_43,6304a11a6276a9aa874c31e9,,False,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Tue, 23 Aug 2022 09:43:02 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/60ccbffae161aadb1880ad6c/,True,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/60ccbffae161aadb1880ad6c.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 09:43:02 00:00,,2022-08-23 13:53:04 00:00
60fde74940100db428b34a06,1,VSNYXEJQDZY,cf,2603:7000:293b:e5dc:b98d:a77c:bdab:e019,False,cf,,1,True,V4-Prolific-1,DJXZFNDIYVV,unit_98,6304b89f29273a087d31b8f9,"Tue, 23 Aug 2022 11:42:33 GMT",False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36","Tue, 23 Aug 2022 11:23:19 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/60fde74940100db428b34a06/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/60fde74940100db428b34a06.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-23 11:23:19 00:00,2022-08-23 11:42:33 00:00,
627524293d738cdeebb0d481,1,DYDNJMEYXCR,cf,2601:408:700:f980::2973,False,cf,,1,True,V4-Prolific-1,BKPGRCLKEZB,unit_4,63037f87b8723e70b7a1d0ff,"Mon, 22 Aug 2022 13:25:54 GMT",False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","Mon, 22 Aug 2022 13:07:26 GMT",FakeNewsMultidimensional,FakeNewsMultidimensional/V4-Prolific-1/Data/627524293d738cdeebb0d481/,False,6303790e0569ab25a565c4ef,prolific,10,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_ACL,Crowd_Frame-FakeNewsMultidimensional_V4-Prolific-1_Data,,result/FakeNewsMultidimensional/Data/627524293d738cdeebb0d481.json,1.0,FakeNewsMultidimensional,10.0,3.0,3.0,0.0,8.0,10.0,2022-08-22 13:07:26 00:00,2022-08-22 13:25:54 00:00,
